Distance_(inches),Gray_Value
4.40625,19.6667
4.41667,19.6667
4.42708,19.6667
4.43750,19.6667
4.44792,19.6667
4.45833,19.6667
4.46875,17.6667
4.47917,18.6667
4.48958,19.6667
4.50000,20.6667
4.51042,18.6667
4.52083,18.6667
4.53125,18.6667
4.54167,18.6667
4.55208,15.6667
4.56250,21.6667
4.57292,21.6667
4.58333,21.6667
4.59375,15.6667
4.60417,18.6667
4.61458,18.6667
4.62500,18.6667
4.63542,18.6667
4.64583,18.6667
4.65625,18.6667
4.66667,18.6667
4.67708,18.6667
4.68750,18.6667
4.69792,18.6667
4.70833,18.6667
4.71875,18.6667
4.72917,18.6667
4.73958,20.6667
4.75000,20.6667
4.76042,21.6667
4.77083,21.6667
4.78125,18.6667
4.79167,18.6667
4.80208,18.6667
4.81250,18.6667
4.82292,19.6667
4.83333,19.6667
4.84375,19.6667
4.85417,19.6667
4.86458,19.6667
4.87500,17.6667
4.88542,19.6667
4.89583,22.6667
4.90625,24.6667
4.91667,23.3333
4.92708,21.3333
4.93750,18.3333
4.94792,16.3333
4.95833,18.3333
4.96875,18.3333
4.97917,18.3333
4.98958,18.3333
5.00000,18.3333
5.01042,22.6667
5.02083,24.6667
5.03125,27.6667
5.04167,29.6667
5.05208,25.6667
5.06250,23.6667
5.07292,19.6667
5.08333,17.6667
5.09375,17.0000
5.10417,17.0000
5.11458,17.0000
5.12500,17.0000
5.13542,17.0000
5.14583,18.0000
5.15625,18.0000
5.16667,18.0000
5.17708,18.0000
5.18750,19.6667
5.19792,19.6667
5.20833,19.6667
5.21875,19.6667
5.22917,19.6667
5.23958,19.6667
5.25000,19.6667
5.26042,19.6667
5.27083,19.6667
5.28125,26.0000
5.29167,28.0000
5.30208,32.0000
5.31250,34.0000
5.32292,31.0000
5.33333,31.0000
5.34375,31.0000
5.35417,31.0000
5.36458,34.6667
5.37500,30.6667
5.38542,33.6667
5.39583,33.6667
5.40625,41.6667
5.41667,44.6667
5.42708,42.6667
5.43750,39.6667
5.44792,37.6667
5.45833,33.6667
5.46875,27.6667
5.47917,28.3333
5.48958,34.3333
5.50000,54.0000
5.51042,54.0000
5.52083,54.6667
5.53125,54.6667
5.54167,54.6667
5.55208,56.3333
5.56250,54.3333
5.57292,50.6667
5.58333,48.6667
5.59375,41.6667
5.60417,39.6667
5.61458,35.6667
5.62500,33.6667
5.63542,22.6667
5.64583,22.6667
5.65625,22.6667
5.66667,22.6667
5.67708,22.6667
5.68750,17.6667
5.69792,17.6667
5.70833,17.6667
5.71875,17.6667
5.72917,21.6667
5.73958,21.6667
5.75000,21.6667
5.76042,21.6667
5.77083,21.6667
5.78125,21.6667
5.79167,21.6667
5.80208,21.6667
5.81250,21.6667
5.82292,18.6667
5.83333,18.6667
5.84375,18.6667
5.85417,18.6667
5.86458,18.6667
5.87500,18.6667
5.88542,18.6667
5.89583,18.6667
5.90625,18.6667
5.91667,18.6667
5.92708,18.6667
5.93750,18.6667
5.94792,18.6667
5.95833,18.6667
5.96875,18.6667
5.97917,18.6667
5.98958,18.6667
6.00000,18.6667
6.01042,18.6667
6.02083,18.6667
6.03125,18.6667
6.04167,18.6667
6.05208,18.6667
6.06250,18.6667
6.07292,18.6667
6.08333,18.6667
6.09375,18.6667
6.10417,18.6667
6.11458,18.6667
6.12500,18.6667
6.13542,18.6667
6.14583,18.6667
6.15625,18.6667
6.16667,18.6667
6.17708,17.6667
6.18750,17.6667
6.19792,17.6667
6.20833,17.6667
6.21875,17.6667
6.22917,17.6667
6.23958,17.6667
6.25000,17.6667
6.26042,17.6667
6.27083,17.6667
6.28125,17.6667
6.29167,17.6667
6.30208,17.6667
6.31250,17.6667
6.32292,17.6667
6.33333,17.6667
6.34375,17.6667
6.35417,17.6667
6.36458,17.6667
6.37500,17.6667
6.38542,17.6667
6.39583,17.6667
6.40625,15.6667
6.41667,15.6667
6.42708,15.6667
6.43750,15.6667
6.44792,18.6667
6.45833,18.6667
6.46875,18.6667
6.47917,18.6667
6.48958,18.6667
6.50000,18.6667
6.51042,18.6667
6.52083,18.6667
6.53125,18.6667
6.54167,18.6667
6.55208,18.6667
6.56250,18.6667
6.57292,18.6667
6.58333,18.6667
6.59375,18.6667
6.60417,18.6667
6.61458,18.6667
6.62500,18.6667
6.63542,17.0000
6.64583,17.0000
6.65625,17.0000
6.66667,17.0000
6.67708,18.0000
6.68750,18.0000
6.69792,18.0000
6.70833,18.0000
6.71875,18.0000
6.72917,18.0000
6.73958,18.0000
6.75000,18.0000
6.76042,18.0000
6.77083,18.0000
6.78125,18.0000
6.79167,18.0000
6.80208,18.0000
6.81250,18.6667
6.82292,18.6667
6.83333,18.6667
6.84375,18.6667
6.85417,18.6667
6.86458,18.6667
6.87500,18.6667
6.88542,18.6667
6.89583,18.6667
6.90625,18.0000
6.91667,18.0000
6.92708,18.0000
6.93750,18.0000
6.94792,18.0000
6.95833,18.0000
6.96875,18.0000
6.97917,18.0000
6.98958,18.0000
7.00000,18.0000
7.01042,18.0000
7.02083,18.0000
7.03125,18.0000
7.04167,18.0000
7.05208,18.0000
7.06250,18.0000
7.07292,18.0000
7.08333,18.0000
7.09375,18.0000
7.10417,18.0000
7.11458,18.0000
7.12500,18.0000
7.13542,18.0000
7.14583,18.0000
7.15625,18.0000
7.16667,18.0000
7.17708,18.0000
7.18750,0.0000
7.19792,0.0000
7.20833,0.0000
7.21875,0.0000
7.22917,0.0000
7.23958,0.0000
7.25000,0.0000
7.26042,0.0000
7.27083,0.0000
7.28125,0.0000
7.29167,0.0000
